,Unnamed: 0,exp_id,agent_id,env_name,exp_seed,num_episodes,time_limit,episode_step_limit,policy_id,discount,c_init,c_base,truncated,action_selection,extra_particles_prop,step_limit,epsilon,other_policy_dist,meta_policy_dict,num_sims,search_time_mean,search_time_std,update_time_mean,update_time_std,reinvigoration_time_mean,reinvigoration_time_std,policy_calls_mean,policy_calls_std,inference_time_mean,inference_time_std,search_depth_mean,search_depth_std,episode_returns_mean,episode_returns_std,episode_returns_max,episode_returns_min,episode_discounted_returns_mean,episode_discounted_returns_std,episode_discounted_returns_max,episode_discounted_returns_min,episode_steps_mean,episode_steps_std,episode_times_mean,episode_times_std,episode_dones,num_outcome_LOSS,num_outcome_DRAW,num_outcome_WIN,num_outcome_NA,belief_size
0,0,90,0,LBF5x5-n2-f3-static-v2,0,100,7200,None,POMetaRollout_uniform_512,0.99,1.25,20000,False,uniform,0.0625,50,0.01,"{1: {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic2-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic3-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic4-v0': 0.25}}","{(-1, 'LBF5x5-n2-f3-static-v2/heuristic1-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic2-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic3-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic4-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}}",512,1.3080421969033316,0.5217104914180629,0.2436576221044313,0.0523402755036074,0.2016907849120397,0.0404606115440037,8989.339957059607,3690.285719746392,0.0147342674368784,0.0063112448239874,0.9352060606060608,0.1760362074576936,0.009,0.0633955834423818,0.5,0.0,0.0064112795688654,0.0450488965492691,0.3482066090247867,0.0,27.32,19.399422671821963,42.02431305646896,37.13958816886707,1.0,0,0,0,100,
1,1,90,1,LBF5x5-n2-f3-static-v2,0,100,7200,None,LBF5x5-n2-f3-static-v2/heuristic3-v0,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,0.7368214285714286,0.4156312656690276,1.6666666666666663,0.0,0.6846064798009184,0.390436105964347,1.5790251820952137,0.0,27.32,19.399422671821963,42.02431305646896,37.13958816886707,1.0,0,0,0,100,
2,0,51,0,LBF5x5-n2-f3-static-v2,0,100,7200,None,POMetaRollout_ucb_8,0.99,1.25,20000,False,ucb,0.0625,50,0.01,"{1: {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic2-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic3-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic4-v0': 0.25}}","{(-1, 'LBF5x5-n2-f3-static-v2/heuristic1-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic2-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic3-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic4-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}}",8,0.0199007183663818,0.0148230243111768,0.1955524740241138,0.0806687597505314,0.1947199812572486,0.080596327103837,686.6577135464353,257.99088114716506,0.0016453755617563,0.0006460448567801,0.8072810108234577,0.2695623660251895,0.3890496031746031,0.2720855661651554,1.25,0.0,0.3470017234444056,0.2401101959052307,1.168945076934065,0.0,28.81,15.062997709619422,6.170240123271942,4.580707287153909,1.0,0,0,0,100,
3,1,51,1,LBF5x5-n2-f3-static-v2,0,100,7200,None,LBF5x5-n2-f3-static-v2/heuristic4-v0,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,0.491938492063492,0.3608667700461992,1.5,0.0,0.417362361769791,0.3213575675139001,1.4029937233923204,0.0,28.81,15.062997709619422,6.170240123271942,4.580707287153909,1.0,0,0,0,100,
4,0,44,0,LBF5x5-n2-f3-static-v2,0,100,7200,None,POMetaRollout_pucb_8,0.99,1.25,20000,False,pucb,0.0625,50,0.01,"{1: {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic2-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic3-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic4-v0': 0.25}}","{(-1, 'LBF5x5-n2-f3-static-v2/heuristic1-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic2-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic3-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic4-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}}",8,0.02147907684011,0.0149248899888812,0.228032044150183,0.0759189938908068,0.2265944099731074,0.0761060847957806,742.8698717332476,228.49006922481647,0.0018508090007233,0.0005915561228774,0.8992241228070175,0.2224737127301095,0.4572876984126985,0.2791654537024787,1.1111111111111112,0.0,0.4318679897780171,0.2560091064448693,1.0067789802726257,0.0,18.29,15.516633011062678,4.655633471012115,4.935065774147332,1.0,0,0,0,100,
5,1,44,1,LBF5x5-n2-f3-static-v2,0,100,7200,None,LBF5x5-n2-f3-static-v2/heuristic1-v0,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,0.496628968253968,0.3313330828400583,1.5,0.0,0.4605563993546373,0.3113857859508778,1.3535196181787088,0.0,18.29,15.516633011062678,4.655633471012115,4.935065774147332,1.0,0,0,0,100,
6,0,15,0,LBF5x5-n2-f3-static-v2,0,100,7200,None,baposgmcp_512,0.99,1.25,20000,False,pucb,0.0625,50,0.01,"{1: {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic2-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic3-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic4-v0': 0.25}}","{(-1, 'LBF5x5-n2-f3-static-v2/heuristic1-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic2-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic3-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic4-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}}",512,1.4940573183423616,0.9084990831237972,0.3628097034273512,0.0779001677920148,0.2811264973337876,0.0600866805731402,7252.435047446725,4042.537636445834,0.017182043710227,0.0097230014037115,9.145303233094324,8.347516734829455,0.7248769841269841,0.2660921209535998,1.375,0.1875,0.6880230774815089,0.2588769169916745,1.2810857893023295,0.1747622527325606,12.39,10.016880752010575,27.947620339393616,39.0577032560415,1.0,0,0,0,100,
7,1,15,1,LBF5x5-n2-f3-static-v2,0,100,7200,None,LBF5x5-n2-f3-static-v2/heuristic4-v0,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,0.3048253968253968,0.276636134526793,1.3333333333333333,0.0,0.2744022456887976,0.246982444792344,1.2123001464154126,0.0,12.39,10.016880752010575,27.947620339393616,39.0577032560415,1.0,0,0,0,100,
8,0,47,0,LBF5x5-n2-f3-static-v2,0,100,7200,None,POMetaRollout_pucb_8,0.99,1.25,20000,False,pucb,0.0625,50,0.01,"{1: {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic2-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic3-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic4-v0': 0.25}}","{(-1, 'LBF5x5-n2-f3-static-v2/heuristic1-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic2-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic3-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic4-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}}",8,0.0222808067411898,0.0195210849357135,0.2105110018596646,0.0824122140195161,0.2094467886603184,0.0825236711385195,712.9335830782015,267.80523050626783,0.0018441851639029,0.0007604977503648,0.809553579049622,0.261033144434348,0.4841051587301587,0.2791731335413136,1.4444444444444442,0.0,0.4575461632393506,0.2597737524520343,1.3376762597326453,0.0,24.82,16.98374517001477,6.024542725086212,5.732926807292804,1.0,0,0,0,100,
9,1,47,1,LBF5x5-n2-f3-static-v2,0,100,7200,None,LBF5x5-n2-f3-static-v2/heuristic4-v0,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,0.3995257936507937,0.3156845434755817,1.5,0.0,0.3478397870693748,0.2726031185858954,1.320890740308067,0.0,24.82,16.98374517001477,6.024542725086212,5.732926807292804,1.0,0,0,0,100,
