,exp_id,agent_id,env_name,exp_seed,num_episodes,time_limit,episode_step_limit,policy_id,c_init,c_base,truncated,extra_particles_prop,step_limit,epsilon,discount,other_policy_ids,other_policy_dist,meta_policy_ids,meta_policy_dict,reinvigorator,num_sims,search_time_mean,search_time_std,update_time_mean,update_time_std,reinvigoration_time_mean,reinvigoration_time_std,policy_calls_mean,policy_calls_std,inference_time_mean,inference_time_std,search_depth_mean,search_depth_std,episode_returns_mean,episode_returns_std,episode_returns_max,episode_returns_min,episode_discounted_returns_mean,episode_discounted_returns_std,episode_discounted_returns_max,episode_discounted_returns_min,episode_steps_mean,episode_steps_std,episode_times_mean,episode_times_std,episode_dones,num_outcome_LOSS,num_outcome_DRAW,num_outcome_WIN,num_outcome_NA
0,0,0,LBF5x5-n2-f3-static-v2,0,100,None,None,pi_baposgmcp,1.25,20000,False,0.0625,50,0.01,0.99,"['LBF5x5-n2-f3-static-v2/heuristic1-v0', 'LBF5x5-n2-f3-static-v2/heuristic2-v0', 'LBF5x5-n2-f3-static-v2/heuristic3-v0', 'LBF5x5-n2-f3-static-v2/heuristic4-v0']","{1: {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic2-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic3-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic4-v0': 0.25}}","['LBF5x5-n2-f3-static-v2/heuristic1-v0', 'LBF5x5-n2-f3-static-v2/heuristic2-v0', 'LBF5x5-n2-f3-static-v2/heuristic3-v0', 'LBF5x5-n2-f3-static-v2/heuristic4-v0']","{(-1, 'LBF5x5-n2-f3-static-v2/heuristic1-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic2-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic3-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic4-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}}",<baposgmcp.tree.reinvigorate.BABeliefRejectionSampler object at 0x7f1c34efc760>,16,0.0358699603667161,0.02325489230148,0.1568193750438552,0.0531581707716239,0.1547671655484887,0.0532878279125612,820.8248401086903,241.12484653533755,0.0015013612513001,0.000452852302405,1.957937972818236,1.1006271078790058,0.5042023809523809,0.3149245356211235,1.3333333333333333,0.0,0.4811976811004875,0.2961479303017282,1.2390414743433182,0.0,16.82,15.527639872176325,3.1000593209266665,3.2379343342234783,1.0,0,0,0,100
1,0,1,LBF5x5-n2-f3-static-v2,0,100,None,None,LBF5x5-n2-f3-static-v2/heuristic1-v0,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,0.4636746031746031,0.3357842173589491,1.3333333333333333,0.0,0.432967829506339,0.3176712863078126,1.274519432934,0.0,16.82,15.527639872176325,3.1000593209266665,3.2379343342234783,1.0,0,0,0,100
2,4,0,LBF5x5-n2-f3-static-v2,0,100,None,None,pi_baposgmcp,1.25,20000,False,0.0625,50,0.01,0.99,"['LBF5x5-n2-f3-static-v2/heuristic1-v0', 'LBF5x5-n2-f3-static-v2/heuristic2-v0', 'LBF5x5-n2-f3-static-v2/heuristic3-v0', 'LBF5x5-n2-f3-static-v2/heuristic4-v0']","{1: {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic2-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic3-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic4-v0': 0.25}}","['LBF5x5-n2-f3-static-v2/heuristic1-v0', 'LBF5x5-n2-f3-static-v2/heuristic2-v0', 'LBF5x5-n2-f3-static-v2/heuristic3-v0', 'LBF5x5-n2-f3-static-v2/heuristic4-v0']","{(-1, 'LBF5x5-n2-f3-static-v2/heuristic1-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic2-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic3-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic4-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}}",<baposgmcp.tree.reinvigorate.BABeliefRejectionSampler object at 0x7f1c34efc2e0>,64,0.1629426123770745,0.1052417395246195,0.1771369143300551,0.0490051440570557,0.1675124226576958,0.0496267723203294,1616.980133979121,646.7989491702737,0.0029269848183389,0.001317989105328,3.571973169648026,2.4073739895705555,0.5352698412698413,0.2897274537370933,1.4444444444444444,0.0,0.5090294341210281,0.271927781202381,1.293439691374812,0.0,12.78,10.817190023291632,4.311876089572906,4.011216550863968,1.0,0,0,0,100
3,4,1,LBF5x5-n2-f3-static-v2,0,100,None,None,LBF5x5-n2-f3-static-v2/heuristic1-v0,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,0.516876984126984,0.3000356738731211,1.3333333333333333,0.0,0.47921477257093,0.2774487474110262,1.1903358742333916,0.0,12.78,10.817190023291632,4.311876089572906,4.011216550863968,1.0,0,0,0,100
4,5,0,LBF5x5-n2-f3-static-v2,0,100,None,None,pi_baposgmcp,1.25,20000,False,0.0625,50,0.01,0.99,"['LBF5x5-n2-f3-static-v2/heuristic1-v0', 'LBF5x5-n2-f3-static-v2/heuristic2-v0', 'LBF5x5-n2-f3-static-v2/heuristic3-v0', 'LBF5x5-n2-f3-static-v2/heuristic4-v0']","{1: {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic2-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic3-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic4-v0': 0.25}}","['LBF5x5-n2-f3-static-v2/heuristic1-v0', 'LBF5x5-n2-f3-static-v2/heuristic2-v0', 'LBF5x5-n2-f3-static-v2/heuristic3-v0', 'LBF5x5-n2-f3-static-v2/heuristic4-v0']","{(-1, 'LBF5x5-n2-f3-static-v2/heuristic1-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic2-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic3-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic4-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}}",<baposgmcp.tree.reinvigorate.BABeliefRejectionSampler object at 0x7f1c34efc2e0>,64,0.1632070247659651,0.0968119569779364,0.1907805088433466,0.0513548899633671,0.182428271865966,0.0505312044979171,1589.1958847757562,572.6005563935271,0.0030261738185174,0.0011476238914773,3.7794685699194206,2.838158996661569,0.6760932539682538,0.3236681694938986,1.6666666666666663,0.0,0.6393598171036776,0.3141287947080758,1.5917742386046598,0.0,15.15,12.05850322386655,5.35254319190979,4.727198194237532,1.0,0,0,0,100
5,5,1,LBF5x5-n2-f3-static-v2,0,100,None,None,LBF5x5-n2-f3-static-v2/heuristic2-v0,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,0.3718392857142856,0.2979196461524256,1.1666666666666663,0.0,0.3305200839517004,0.2643588150803239,1.1064300139534948,0.0,15.15,12.05850322386655,5.35254319190979,4.727198194237532,1.0,0,0,0,100
6,2,0,LBF5x5-n2-f3-static-v2,0,100,None,None,pi_baposgmcp,1.25,20000,False,0.0625,50,0.01,0.99,"['LBF5x5-n2-f3-static-v2/heuristic1-v0', 'LBF5x5-n2-f3-static-v2/heuristic2-v0', 'LBF5x5-n2-f3-static-v2/heuristic3-v0', 'LBF5x5-n2-f3-static-v2/heuristic4-v0']","{1: {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic2-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic3-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic4-v0': 0.25}}","['LBF5x5-n2-f3-static-v2/heuristic1-v0', 'LBF5x5-n2-f3-static-v2/heuristic2-v0', 'LBF5x5-n2-f3-static-v2/heuristic3-v0', 'LBF5x5-n2-f3-static-v2/heuristic4-v0']","{(-1, 'LBF5x5-n2-f3-static-v2/heuristic1-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic2-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic3-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic4-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}}",<baposgmcp.tree.reinvigorate.BABeliefRejectionSampler object at 0x7f1c34efc760>,16,0.031873819662001,0.0200695624922551,0.1522582521930466,0.0492822766760725,0.1505500777224616,0.0494470613048951,839.1337403446228,261.55778089770763,0.001438475055472,0.0004640581077085,1.762204442942678,0.5539020394622645,0.4593253968253967,0.3418423100875407,1.5,0.0,0.4383202651383597,0.3185165895241889,1.441330678953495,0.0,20.32,18.21311615292672,3.878824405670166,4.291830352283516,1.0,0,0,0,100
7,2,1,LBF5x5-n2-f3-static-v2,0,100,None,None,LBF5x5-n2-f3-static-v2/heuristic3-v0,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,0.4293611111111111,0.3450170542841521,1.3333333333333333,0.0,0.4048175351752059,0.3217274289824124,1.274519432934,0.0,20.32,18.21311615292672,3.878824405670166,4.291830352283516,1.0,0,0,0,100
8,1,0,LBF5x5-n2-f3-static-v2,0,100,None,None,pi_baposgmcp,1.25,20000,False,0.0625,50,0.01,0.99,"['LBF5x5-n2-f3-static-v2/heuristic1-v0', 'LBF5x5-n2-f3-static-v2/heuristic2-v0', 'LBF5x5-n2-f3-static-v2/heuristic3-v0', 'LBF5x5-n2-f3-static-v2/heuristic4-v0']","{1: {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic2-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic3-v0': 0.25, 'LBF5x5-n2-f3-static-v2/heuristic4-v0': 0.25}}","['LBF5x5-n2-f3-static-v2/heuristic1-v0', 'LBF5x5-n2-f3-static-v2/heuristic2-v0', 'LBF5x5-n2-f3-static-v2/heuristic3-v0', 'LBF5x5-n2-f3-static-v2/heuristic4-v0']","{(-1, 'LBF5x5-n2-f3-static-v2/heuristic1-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic2-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic3-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}, (-1, 'LBF5x5-n2-f3-static-v2/heuristic4-v0'): {'LBF5x5-n2-f3-static-v2/heuristic1-v0': 1.0}}",<baposgmcp.tree.reinvigorate.BABeliefRejectionSampler object at 0x7f1c34efc760>,16,0.0304620512498272,0.0218981236836249,0.13819659205513,0.0503970804850743,0.1368026613893886,0.0504339625221193,758.0951987234126,216.5684297289089,0.0013512269409008,0.0004598018408732,2.062127311236753,1.2689655474516823,0.5880634920634918,0.316547026719122,1.3333333333333333,0.0,0.5506180669054964,0.2997549060875619,1.2767586966696014,0.0,21.99,16.438062537902695,3.5447903943061827,2.994378002854799,1.0,0,0,0,100
9,1,1,LBF5x5-n2-f3-static-v2,0,100,None,None,LBF5x5-n2-f3-static-v2/heuristic2-v0,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,0.3605634920634919,0.3284906135277884,1.3333333333333333,0.0,0.313178742887109,0.2829088927280194,1.26177423860466,0.0,21.99,16.438062537902695,3.5447903943061827,2.994378002854799,1.0,0,0,0,100
